Image Name,Bounding Box coordinates,,,,Image class
03923.jpg,3,91,617,446,48
03924.jpg,147,51,896,686,122
03925.jpg,8,4,278,190,53
03926.jpg,18,75,437,331,143
03927.jpg,14,12,383,193,159
03928.jpg,1,46,273,168,41
03929.jpg,132,222,607,468,101
03930.jpg,14,31,250,175,190
03931.jpg,231,143,933,572,167
03932.jpg,127,87,508,399,49
03933.jpg,28,42,437,210,60
03934.jpg,111,195,481,394,73
03935.jpg,188,509,1493,1201,32
03936.jpg,4,24,245,165,22
03937.jpg,15,152,587,447,189
03938.jpg,48,236,498,449,166
03939.jpg,54,81,596,445,155
03940.jpg,254,516,1702,1226,165
03941.jpg,8,51,222,125,107
03942.jpg,95,23,686,437,38
03943.jpg,50,127,587,396,1
03944.jpg,56,197,1226,707,77
03945.jpg,8,56,496,262,194
03946.jpg,1,97,961,646,72
03947.jpg,358,113,1033,528,183
03948.jpg,1,70,466,304,124
03949.jpg,3,70,622,379,171
03950.jpg,100,108,550,358,150
03951.jpg,23,59,386,247,35
03952.jpg,172,6,1127,616,20
03953.jpg,43,105,421,282,29
03954.jpg,39,212,982,683,119
03955.jpg,18,31,215,111,123
03956.jpg,92,82,364,219,142
03957.jpg,11,66,246,160,31
03958.jpg,70,171,373,275,173
03959.jpg,54,79,536,401,69
03960.jpg,42,149,603,414,127
03961.jpg,63,69,486,309,68
03962.jpg,41,167,1227,802,79
03963.jpg,37,126,596,357,103
03964.jpg,23,62,486,289,71
03965.jpg,172,393,1713,1063,5
03966.jpg,6,55,733,449,147
03967.jpg,25,35,266,180,118
03968.jpg,228,623,1813,1322,6
03969.jpg,63,72,757,462,15
03970.jpg,10,63,243,158,62
03971.jpg,30,62,612,419,120
03972.jpg,260,217,1083,659,164
03973.jpg,115,121,600,452,163
03974.jpg,35,56,562,303,137
03975.jpg,26,192,628,389,43
03976.jpg,31,12,259,183,65
03977.jpg,23,143,631,387,120
03978.jpg,34,134,567,384,102
03979.jpg,47,81,1149,684,164
03980.jpg,24,51,612,435,130
03981.jpg,25,89,455,257,16
03982.jpg,67,80,593,266,191
03983.jpg,6,83,474,309,153
03984.jpg,8,19,289,180,90
03985.jpg,12,43,133,98,17
03986.jpg,21,635,2748,1611,172
03987.jpg,41,17,595,263,126
03988.jpg,188,125,612,558,64
03989.jpg,4,6,278,173,189
03990.jpg,91,455,1801,1128,27
03991.jpg,6,128,515,333,181
03992.jpg,49,118,481,355,82
03993.jpg,30,140,1001,603,164
03994.jpg,18,32,537,233,66
03995.jpg,13,147,787,450,195
03996.jpg,42,9,573,366,196
03997.jpg,1,1,477,335,114
03998.jpg,22,47,477,267,67
03999.jpg,1,1,500,367,82
04000.jpg,15,60,388,264,108
04001.jpg,97,259,868,646,164
04002.jpg,33,59,609,345,56
04003.jpg,81,241,994,717,59
04004.jpg,18,68,395,228,190
04005.jpg,185,58,830,604,191
04006.jpg,94,712,1492,1186,163
04007.jpg,24,74,972,661,195
04008.jpg,31,64,264,165,62
04009.jpg,42,102,632,353,72
04010.jpg,91,132,930,655,139
04011.jpg,68,93,440,317,2
04012.jpg,33,45,209,152,188
04013.jpg,17,117,661,405,183
04014.jpg,2,91,196,198,14
04015.jpg,103,356,882,721,81
04016.jpg,180,123,423,268,160
04017.jpg,10,66,478,232,141
04018.jpg,64,110,575,359,37
04019.jpg,40,16,607,380,132
04020.jpg,105,144,654,402,50
04021.jpg,35,85,479,329,93
04022.jpg,1,6,120,77,123
04023.jpg,85,33,485,297,26
04024.jpg,52,41,377,307,121
04025.jpg,1,39,268,183,91
04026.jpg,8,17,468,297,91
04027.jpg,23,33,626,393,79
04028.jpg,35,105,595,411,172
04029.jpg,46,310,1209,732,30
04030.jpg,5,22,295,195,28
04031.jpg,28,93,786,546,135
04032.jpg,65,132,453,356,73
04033.jpg,11,62,198,125,158
04034.jpg,21,12,293,215,109
04035.jpg,94,23,260,205,56
04036.jpg,27,88,406,256,117
04037.jpg,8,25,292,177,91
04038.jpg,8,128,496,286,31
04039.jpg,120,66,673,472,157
04040.jpg,68,354,992,669,21
04041.jpg,8,56,215,121,56
04042.jpg,72,93,940,606,93
04043.jpg,26,96,618,426,81
04044.jpg,152,325,1499,880,145
04045.jpg,20,79,734,431,84
04046.jpg,28,105,778,535,97
04047.jpg,12,19,100,54,123
04048.jpg,73,98,505,298,99
04049.jpg,25,64,633,401,77
04050.jpg,50,363,1129,740,79
04051.jpg,22,60,377,260,62
04052.jpg,5,21,404,251,36
04053.jpg,24,45,452,325,81
04054.jpg,37,188,1273,836,36
04055.jpg,200,147,615,465,100
04056.jpg,28,48,663,302,1
04057.jpg,43,57,654,386,183
04058.jpg,16,75,467,271,64
04059.jpg,19,86,389,227,23
04060.jpg,18,77,565,439,32
04061.jpg,12,48,252,169,19
04062.jpg,38,3,418,328,88
04063.jpg,77,66,596,429,114
04064.jpg,60,91,559,389,115
04065.jpg,65,151,639,435,189
04066.jpg,39,66,376,298,111
04067.jpg,17,114,594,415,33
04068.jpg,26,74,618,411,117
04069.jpg,22,55,285,199,84
04070.jpg,43,44,593,378,193
04071.jpg,81,157,862,599,167
04072.jpg,35,95,609,331,8
04073.jpg,25,116,629,333,49
04074.jpg,51,24,259,147,88
04075.jpg,62,249,796,663,23
04076.jpg,41,52,757,490,195
04077.jpg,32,36,261,154,128
04078.jpg,456,773,2795,1988,191
04079.jpg,37,7,300,195,83
04080.jpg,17,30,463,316,73
04081.jpg,45,53,602,399,144
04082.jpg,9,29,416,255,179
04083.jpg,90,115,416,387,113
04084.jpg,9,101,512,307,177
04085.jpg,103,361,1075,719,7
04086.jpg,106,241,1155,732,27
04087.jpg,48,65,621,443,118
04088.jpg,40,66,399,279,54
04089.jpg,492,248,916,538,26
04090.jpg,136,247,1876,1045,182
04091.jpg,18,95,290,205,48
04092.jpg,137,103,909,667,97
04093.jpg,113,169,1431,993,147
04094.jpg,75,272,1150,846,186
04095.jpg,2,26,264,187,108
04096.jpg,98,89,509,347,136
04097.jpg,161,206,553,377,63
04098.jpg,21,31,416,228,180
04099.jpg,1,31,149,148,157
04100.jpg,51,8,256,187,111
04101.jpg,53,222,973,719,150
04102.jpg,114,149,938,633,94
04103.jpg,160,79,699,457,82
04104.jpg,48,74,2608,1640,70
04105.jpg,20,254,997,642,152
04106.jpg,183,6,694,291,145
04107.jpg,26,83,450,332,148
04108.jpg,16,37,289,165,155
04109.jpg,21,40,445,295,44
04110.jpg,71,33,618,411,101
04111.jpg,27,8,1998,1443,64
04112.jpg,8,29,258,165,129
04113.jpg,13,18,250,175,60
04114.jpg,137,974,1317,1781,133
04115.jpg,46,19,593,410,147
04116.jpg,66,68,1552,981,77
04117.jpg,2,21,356,264,52
04118.jpg,19,77,413,242,83
04119.jpg,183,120,776,375,182
04120.jpg,132,87,547,304,46
04121.jpg,109,132,468,247,8
04122.jpg,17,27,258,194,116
04123.jpg,62,24,343,228,115
04124.jpg,8,70,473,299,67
04125.jpg,12,52,579,377,159
04126.jpg,110,101,519,323,42
04127.jpg,1,24,297,190,83
04128.jpg,71,65,579,396,192
04129.jpg,22,123,591,373,29
04130.jpg,118,75,286,202,158
04131.jpg,37,41,345,173,130
04132.jpg,72,148,555,316,135
04133.jpg,20,54,244,154,128
04134.jpg,43,107,683,392,147
04135.jpg,55,130,989,713,167
04136.jpg,164,394,1954,1053,164
04137.jpg,199,482,3385,2465,58
04138.jpg,30,48,222,144,31
04139.jpg,21,83,633,374,123
04140.jpg,61,24,206,144,113
04141.jpg,5,1,701,350,184
04142.jpg,18,40,210,171,118
04143.jpg,8,103,464,254,171
04144.jpg,178,163,729,452,110
04145.jpg,11,192,555,373,128
04146.jpg,114,34,577,337,182
04147.jpg,31,158,602,373,122
04148.jpg,16,25,271,187,131
04149.jpg,19,82,560,337,33
04150.jpg,28,27,300,181,78
04151.jpg,47,145,608,366,181
04152.jpg,28,58,226,150,27
04153.jpg,23,9,641,352,183
04154.jpg,14,110,619,432,53
04155.jpg,85,106,356,292,15
04156.jpg,11,21,733,529,184
04157.jpg,10,20,256,171,90
04158.jpg,15,49,552,422,135
04159.jpg,21,63,577,324,150
04160.jpg,24,57,372,275,178
04161.jpg,127,166,947,559,89
04162.jpg,4,25,257,165,95
04163.jpg,23,31,238,140,70
04164.jpg,28,182,467,340,113
04165.jpg,107,70,550,318,130
04166.jpg,80,134,708,456,11
04167.jpg,19,175,1582,1081,81
04168.jpg,44,148,537,369,159
04169.jpg,10,41,289,174,128
04170.jpg,29,181,582,398,85
04171.jpg,116,159,788,530,32
04172.jpg,145,97,880,638,164
04173.jpg,161,54,1061,642,173
04174.jpg,34,52,226,157,175
04175.jpg,36,47,611,463,76
04176.jpg,218,500,1375,1061,18
04177.jpg,42,150,415,348,161
04178.jpg,89,120,562,316,182
04179.jpg,78,99,573,404,108
04180.jpg,96,151,599,449,65
04181.jpg,110,108,536,265,177
04182.jpg,72,267,2602,1813,58
04183.jpg,16,109,981,694,170
04184.jpg,1,1,240,99,125
04185.jpg,41,84,583,414,178
04186.jpg,37,216,746,502,8
04187.jpg,99,120,588,415,74
04188.jpg,34,112,961,686,121
04189.jpg,95,179,595,362,64
04190.jpg,16,102,621,423,10
04191.jpg,43,104,550,299,16
04192.jpg,173,62,546,349,102
04193.jpg,91,53,579,325,149
04194.jpg,16,25,638,466,78
04195.jpg,27,154,605,355,20
04196.jpg,117,323,972,794,164
04197.jpg,34,46,563,374,8
04198.jpg,209,290,875,590,130
04199.jpg,8,15,256,178,109
04200.jpg,16,62,243,161,118
04201.jpg,153,67,561,435,61
04202.jpg,56,117,474,266,141
04203.jpg,3,79,239,179,143
04204.jpg,27,73,635,425,80
04205.jpg,4,2,265,182,31
04206.jpg,21,172,666,519,172
04207.jpg,17,13,313,226,106
04208.jpg,81,1,447,275,65
04209.jpg,107,562,1913,1203,96
04210.jpg,56,114,338,323,180
04211.jpg,80,141,988,640,96
04212.jpg,1,7,270,183,65
04213.jpg,8,45,298,145,119
04214.jpg,23,63,227,165,119
04215.jpg,36,141,558,363,194
04216.jpg,30,81,274,163,8
04217.jpg,209,167,777,380,144
04218.jpg,43,117,561,278,59
04219.jpg,34,108,595,410,166
04220.jpg,111,31,554,305,146
04221.jpg,17,30,247,185,73
04222.jpg,17,67,307,236,121
04223.jpg,18,33,437,287,124
04224.jpg,17,152,476,367,6
04225.jpg,8,139,605,431,88
04226.jpg,51,77,2462,1622,145
04227.jpg,34,38,276,182,77
04228.jpg,11,47,270,155,181
04229.jpg,124,75,1069,673,168
04230.jpg,2,33,778,333,107
04231.jpg,14,28,605,489,179
04232.jpg,105,99,579,354,102
04233.jpg,96,66,453,392,116
04234.jpg,1,103,456,266,74
04235.jpg,23,65,637,307,116
04236.jpg,29,160,668,353,107
04237.jpg,143,99,1966,1497,20
04238.jpg,48,100,446,289,81
04239.jpg,84,38,585,429,118
04240.jpg,18,177,778,522,191
04241.jpg,58,140,1209,670,15
04242.jpg,349,88,2212,1429,147
04243.jpg,66,128,617,379,43
04244.jpg,139,172,690,431,2
04245.jpg,23,89,617,479,87
04246.jpg,66,141,739,427,66
04247.jpg,45,40,644,283,8
04248.jpg,18,1,442,225,124
04249.jpg,22,5,304,159,68
04250.jpg,28,84,453,282,45
04251.jpg,95,161,558,420,139
04252.jpg,62,145,450,422,7
04253.jpg,53,136,557,350,171
04254.jpg,8,63,496,281,159
04255.jpg,169,129,414,278,99
04256.jpg,7,10,385,353,100
04257.jpg,83,185,577,441,132
04258.jpg,14,16,609,461,76
04259.jpg,61,84,974,548,73
04260.jpg,36,52,372,218,78
04261.jpg,79,131,275,317,100
04262.jpg,25,33,483,243,105
04263.jpg,41,175,614,399,192
04264.jpg,44,71,594,416,58
04265.jpg,11,86,615,416,150
04266.jpg,23,161,619,458,30
04267.jpg,75,179,564,441,61
04268.jpg,62,13,666,501,65
04269.jpg,39,48,275,180,25
04270.jpg,133,51,1081,872,78
04271.jpg,8,30,500,325,56
04272.jpg,47,113,749,426,189
04273.jpg,61,66,999,696,146
04274.jpg,114,84,967,684,132
04275.jpg,221,577,1736,1340,79
04276.jpg,34,90,474,240,179
04277.jpg,11,30,402,191,186
04278.jpg,177,377,1929,1070,113
04279.jpg,1,39,243,135,161
04280.jpg,37,72,471,224,59
04281.jpg,72,46,261,140,163
04282.jpg,346,229,1567,883,173
04283.jpg,41,28,660,350,96
04284.jpg,1,63,619,411,171
04285.jpg,6,30,253,152,72
04286.jpg,115,89,591,416,172
04287.jpg,24,41,398,276,160
04288.jpg,76,72,926,690,182
04289.jpg,48,41,353,241,51
04290.jpg,152,140,443,355,117
04291.jpg,29,64,215,173,111
04292.jpg,33,72,540,322,11
04293.jpg,74,45,996,627,106
04294.jpg,1,8,852,525,36
04295.jpg,74,224,448,368,153
04296.jpg,183,255,963,671,101
04297.jpg,231,328,1691,1124,98
04298.jpg,67,152,573,464,155
04299.jpg,12,1,599,385,169
04300.jpg,16,29,241,155,76
04301.jpg,44,18,229,135,157
04302.jpg,42,195,834,429,57
04303.jpg,192,581,3976,1791,164
04304.jpg,87,54,581,391,172
04305.jpg,23,130,622,441,118
04306.jpg,1,16,120,94,174
04307.jpg,6,34,242,124,69
04308.jpg,91,90,874,495,9
04309.jpg,16,106,584,379,79
04310.jpg,29,143,614,423,58
04311.jpg,27,115,594,391,117
04312.jpg,3,5,485,210,16
04313.jpg,27,64,250,177,21
04314.jpg,13,9,294,181,186
04315.jpg,6,62,381,277,161
04316.jpg,74,87,579,262,49
04317.jpg,53,339,963,744,107
04318.jpg,21,15,363,255,86
04319.jpg,15,23,292,163,165
04320.jpg,109,14,909,715,154
04321.jpg,98,15,630,294,63
04322.jpg,35,43,445,314,110
04323.jpg,10,13,190,91,31
04324.jpg,24,3,239,179,121
04325.jpg,26,12,457,272,186
04326.jpg,108,207,897,596,63
04327.jpg,59,37,600,369,146
04328.jpg,2,13,221,112,42
04329.jpg,127,170,476,337,100
04330.jpg,72,85,986,646,65
04331.jpg,14,126,500,296,98
04332.jpg,64,151,768,405,182
04333.jpg,71,37,312,134,180
04334.jpg,137,272,654,773,45
04335.jpg,47,58,552,412,185
04336.jpg,61,30,969,767,146
04337.jpg,24,73,600,338,141
04338.jpg,33,67,404,283,5
04339.jpg,69,206,769,511,36
04340.jpg,6,46,255,156,91
04341.jpg,48,34,400,243,91
04342.jpg,15,39,199,124,108
04343.jpg,143,310,915,656,112
04344.jpg,58,124,478,290,188
04345.jpg,172,256,1450,1075,53
04346.jpg,68,95,974,629,79
04347.jpg,58,94,467,293,162
04348.jpg,11,41,615,416,52
04349.jpg,33,182,617,386,4
04350.jpg,27,45,628,441,67
04351.jpg,200,239,1134,695,35
04352.jpg,179,127,472,333,97
04353.jpg,61,225,968,520,43
04354.jpg,53,44,684,444,146
04355.jpg,135,253,1115,817,193
04356.jpg,125,134,477,309,52
04357.jpg,340,11,1687,1062,25
04358.jpg,37,63,267,215,195
04359.jpg,66,68,599,306,19
04360.jpg,9,29,266,154,56
04361.jpg,19,40,210,150,196
04362.jpg,108,81,739,388,160
04363.jpg,38,178,603,371,173
04364.jpg,160,289,1009,947,183
04365.jpg,47,18,562,355,144
04366.jpg,96,69,584,303,49
04367.jpg,24,268,1022,567,105
04368.jpg,42,91,636,444,72
04369.jpg,108,37,682,555,124
04370.jpg,168,201,782,604,63
04371.jpg,103,126,561,414,149
04372.jpg,6,39,257,136,62
04373.jpg,41,197,695,440,91
04374.jpg,12,43,639,426,32
04375.jpg,310,167,602,372,37
04376.jpg,4,67,259,152,161
04377.jpg,17,109,626,438,77
04378.jpg,80,73,706,438,144
04379.jpg,10,13,234,146,12
04380.jpg,7,91,463,296,17
04381.jpg,83,129,367,289,76
04382.jpg,42,80,727,420,168
04383.jpg,1,6,500,240,159
04384.jpg,17,55,285,166,175
04385.jpg,53,53,569,371,35
04386.jpg,37,38,540,245,10
04387.jpg,35,17,607,437,122
04388.jpg,41,155,619,416,180
04389.jpg,25,28,377,249,85
04390.jpg,69,145,855,581,139
04391.jpg,129,74,797,451,148
04392.jpg,32,49,363,222,5
04393.jpg,139,60,745,465,95
04394.jpg,17,8,611,443,58
04395.jpg,68,184,719,467,102
04396.jpg,59,15,753,465,8
04397.jpg,23,24,307,203,111
04398.jpg,721,172,3678,1982,176
04399.jpg,89,83,219,142,39
04400.jpg,40,104,587,363,129
04401.jpg,221,136,425,226,46
04402.jpg,7,88,239,188,100
04403.jpg,1,58,300,187,160
04404.jpg,37,42,290,201,146
04405.jpg,113,69,500,333,77
04406.jpg,39,231,486,374,151
04407.jpg,164,265,974,548,57
04408.jpg,27,135,626,398,75
04409.jpg,51,97,563,390,79
04410.jpg,47,13,463,327,30
04411.jpg,4,70,500,273,160
04412.jpg,1,22,188,188,158
04413.jpg,33,121,695,430,132
04414.jpg,8,48,249,163,65
04415.jpg,39,51,546,383,154
04416.jpg,60,67,582,398,188
04417.jpg,74,13,428,314,178
04418.jpg,56,38,605,415,161
04419.jpg,14,59,408,290,117
04420.jpg,52,105,432,327,90
04421.jpg,36,1,1005,767,154
04422.jpg,61,97,967,690,146
04423.jpg,29,17,1163,715,162
04424.jpg,247,284,892,538,134
04425.jpg,26,49,289,186,95
04426.jpg,48,13,499,345,142
04427.jpg,268,152,794,362,11
04428.jpg,2,49,637,405,14
04429.jpg,108,72,902,412,79
04430.jpg,19,156,619,327,102
04431.jpg,37,408,1552,946,87
04432.jpg,114,134,1230,658,188
04433.jpg,116,324,733,602,144
04434.jpg,80,138,611,357,33
04435.jpg,18,8,620,384,161
04436.jpg,76,4,828,600,182
04437.jpg,75,1,603,434,57
04438.jpg,135,197,627,436,118
04439.jpg,66,218,959,711,69
04440.jpg,26,110,621,435,61
04441.jpg,34,32,872,568,153
04442.jpg,4,18,293,207,83
04443.jpg,50,109,947,521,25
04444.jpg,75,196,951,915,118
04445.jpg,81,44,449,273,195
04446.jpg,147,157,741,407,104
04447.jpg,5,118,551,293,17
04448.jpg,26,76,205,159,13
04449.jpg,35,134,781,431,43
04450.jpg,9,27,275,157,165
04451.jpg,61,407,905,647,160
04452.jpg,35,109,601,346,66
04453.jpg,80,145,443,288,56
04454.jpg,61,95,571,326,102
04455.jpg,94,385,1399,1071,167
04456.jpg,35,123,267,200,15
04457.jpg,1,74,632,429,169
04458.jpg,21,94,240,184,48
04459.jpg,46,28,564,370,176
04460.jpg,109,78,1172,787,130
04461.jpg,20,170,598,359,39
04462.jpg,9,26,617,445,85
04463.jpg,90,139,524,395,58
04464.jpg,33,104,725,352,102
04465.jpg,52,43,534,425,177
04466.jpg,17,41,235,146,143
04467.jpg,9,50,316,186,88
04468.jpg,82,60,445,301,82
04469.jpg,34,55,233,165,31
04470.jpg,19,49,283,191,5
04471.jpg,13,493,1944,1395,127
04472.jpg,110,159,352,249,31
04473.jpg,1,97,1015,696,111
04474.jpg,46,30,354,240,139
04475.jpg,196,159,739,529,25
04476.jpg,29,72,221,144,57
04477.jpg,27,134,479,291,93
04478.jpg,21,66,251,174,54
04479.jpg,33,58,242,148,189
04480.jpg,199,329,1349,829,24
04481.jpg,33,73,545,377,125
04482.jpg,22,88,479,312,4
04483.jpg,136,2,760,379,119
04484.jpg,35,79,271,185,5
04485.jpg,21,39,268,156,97
04486.jpg,60,166,614,425,2
04487.jpg,20,95,615,450,38
04488.jpg,29,53,284,194,175
04489.jpg,26,109,611,384,82
04490.jpg,20,69,629,402,173
04491.jpg,81,58,1550,1069,140
04492.jpg,13,76,488,283,141
04493.jpg,18,27,332,206,8
04494.jpg,128,115,506,358,9
04495.jpg,39,74,233,180,8
04496.jpg,154,313,949,513,112
04497.jpg,63,105,396,353,12
04498.jpg,134,41,553,300,178
04499.jpg,141,47,500,218,132
04500.jpg,35,124,211,179,29
04501.jpg,29,24,467,335,186
04502.jpg,29,68,494,279,66
04503.jpg,26,31,381,251,130
04504.jpg,31,113,411,295,122
04505.jpg,10,4,348,165,28
04506.jpg,478,286,1534,979,63
04507.jpg,2,40,300,151,115
04508.jpg,187,132,453,346,135
04509.jpg,105,52,356,210,9
04510.jpg,107,109,444,255,9
04511.jpg,107,261,893,610,4
04512.jpg,23,91,620,373,77
04513.jpg,21,31,382,228,110
04514.jpg,65,111,402,396,191
04515.jpg,6,42,493,296,154
04516.jpg,257,42,585,223,159
04517.jpg,4,80,247,156,152
04518.jpg,42,85,379,291,121
04519.jpg,42,39,254,143,39
04520.jpg,78,24,621,265,126
04521.jpg,217,565,1366,979,112
04522.jpg,33,81,580,333,97
04523.jpg,49,45,597,338,104
04524.jpg,24,64,278,223,142
04525.jpg,2,5,395,198,82
04526.jpg,103,74,937,557,191
04527.jpg,232,295,947,636,37
04528.jpg,14,27,391,171,98
04529.jpg,17,66,632,363,165
04530.jpg,4,23,393,268,139
04531.jpg,27,103,753,361,43
04532.jpg,99,176,536,376,142
04533.jpg,51,377,971,644,12
04534.jpg,27,73,555,330,195
04535.jpg,21,46,602,370,135
04536.jpg,111,77,439,332,117
04537.jpg,160,203,1363,810,14
04538.jpg,28,165,1005,551,194
04539.jpg,18,118,325,221,72
04540.jpg,307,278,1279,892,144
04541.jpg,182,124,477,325,96
04542.jpg,10,48,483,295,171
04543.jpg,456,363,1433,905,96
04544.jpg,18,18,328,190,1
04545.jpg,95,98,1132,589,102
04546.jpg,369,251,945,529,192
04547.jpg,28,67,240,233,30
04548.jpg,68,66,264,174,27
04549.jpg,37,143,559,309,17
04550.jpg,15,85,289,190,51
04551.jpg,27,19,727,298,28
04552.jpg,57,114,432,291,10
04553.jpg,40,226,768,490,48
04554.jpg,61,158,535,350,155
04555.jpg,50,74,606,360,187
04556.jpg,25,48,252,178,48
04557.jpg,23,50,583,381,142
04558.jpg,39,130,661,454,119
04559.jpg,235,36,678,298,119
04560.jpg,33,65,453,303,59
04561.jpg,9,64,295,165,129
04562.jpg,5,10,497,335,180
04563.jpg,47,62,390,249,125
04564.jpg,47,38,355,227,118
04565.jpg,17,167,781,430,66
04566.jpg,5,54,248,166,54
04567.jpg,14,27,590,208,18
04568.jpg,1,7,300,170,177
04569.jpg,189,216,488,374,177
04570.jpg,200,150,901,515,167
04571.jpg,28,71,411,278,117
04572.jpg,3,122,550,333,82
04573.jpg,24,85,341,252,186
04574.jpg,32,117,356,231,122
04575.jpg,7,227,545,409,105
04576.jpg,4,38,191,133,39
04577.jpg,33,141,606,333,179
04578.jpg,21,18,492,316,1
04579.jpg,31,43,274,184,127
04580.jpg,21,34,482,285,24
04581.jpg,298,331,1411,883,20
04582.jpg,400,125,760,422,183
04583.jpg,6,117,606,406,185
04584.jpg,49,59,581,364,31
04585.jpg,55,355,1333,1135,113
04586.jpg,19,74,490,341,115
04587.jpg,537,329,1214,955,183
04588.jpg,15,9,468,408,3
04589.jpg,21,101,618,386,61
04590.jpg,83,67,181,114,62
04591.jpg,57,44,446,323,67
04592.jpg,148,65,884,530,93
04593.jpg,128,139,503,300,137
04594.jpg,87,99,603,381,34
04595.jpg,33,8,210,100,14
04596.jpg,70,96,418,316,66
04597.jpg,22,177,960,618,106
04598.jpg,46,79,523,338,90
04599.jpg,57,108,441,244,130
04600.jpg,17,47,241,158,190
04601.jpg,96,68,733,497,21
04602.jpg,20,141,635,401,81
04603.jpg,103,69,535,441,166
04604.jpg,32,74,617,407,130
04605.jpg,24,117,618,366,129
04606.jpg,162,216,871,556,66
04607.jpg,29,66,463,307,106
04608.jpg,4,60,519,283,7
04609.jpg,117,134,789,538,161
04610.jpg,15,43,271,198,70
04611.jpg,595,348,1554,659,11
04612.jpg,49,36,227,130,105
04613.jpg,76,153,477,362,42
04614.jpg,15,84,457,271,195
04615.jpg,345,152,634,400,94
04616.jpg,45,247,864,642,92
04617.jpg,163,135,1378,880,112
04618.jpg,4,42,416,345,114
04619.jpg,9,40,255,163,51
04620.jpg,30,183,503,383,81
04621.jpg,93,239,907,661,138
04622.jpg,22,74,477,275,74
04623.jpg,75,57,378,178,156
04624.jpg,23,20,275,185,71
04625.jpg,7,28,249,180,70
04626.jpg,4,49,628,329,67
04627.jpg,73,146,566,344,152
04628.jpg,263,278,939,561,173
04629.jpg,17,148,692,376,66
04630.jpg,86,178,462,315,34
04631.jpg,68,138,591,469,7
04632.jpg,10,30,367,191,181
04633.jpg,7,17,277,166,136
04634.jpg,25,55,291,187,103
04635.jpg,66,106,429,292,178
04636.jpg,28,66,279,208,162
04637.jpg,18,69,582,392,184
04638.jpg,16,241,997,589,75
04639.jpg,24,90,246,188,17
04640.jpg,11,27,250,164,190
04641.jpg,11,55,495,364,186
04642.jpg,41,35,606,269,50
04643.jpg,14,26,467,351,81
04644.jpg,46,107,580,374,27
04645.jpg,167,113,548,378,168
04646.jpg,105,125,1135,688,150
04647.jpg,329,72,823,341,119
04648.jpg,31,164,608,373,114
04649.jpg,119,114,533,407,172
04650.jpg,11,59,253,138,22
04651.jpg,26,118,1009,541,5
04652.jpg,48,135,543,383,11
04653.jpg,13,8,255,169,65
04654.jpg,236,36,1680,1078,147
04655.jpg,9,11,824,489,184
04656.jpg,4,23,280,220,146
04657.jpg,28,21,286,178,65
04658.jpg,173,80,1129,772,47
04659.jpg,134,102,488,255,169
04660.jpg,243,197,889,654,164
04661.jpg,72,303,846,636,191
04662.jpg,12,65,468,278,128
04663.jpg,105,447,1309,1019,170
04664.jpg,5,30,314,212,100
04665.jpg,135,86,463,300,176
04666.jpg,10,37,284,157,118
04667.jpg,3,9,91,59,123
04668.jpg,6,25,257,175,53
04669.jpg,61,98,458,376,1
04670.jpg,39,72,701,461,108
04671.jpg,241,244,1408,928,14
04672.jpg,39,229,744,715,148
04673.jpg,25,120,623,367,25
04674.jpg,40,52,539,343,157
04675.jpg,35,47,464,228,163
04676.jpg,26,66,559,286,22
04677.jpg,84,184,1279,875,107
04678.jpg,29,107,800,525,70
04679.jpg,41,104,455,264,49
04680.jpg,21,41,238,135,143
04681.jpg,121,194,570,475,48
04682.jpg,14,108,629,386,138
04683.jpg,154,71,831,587,140
04684.jpg,289,325,925,711,131
04685.jpg,41,32,220,159,72
04686.jpg,10,137,306,289,152
04687.jpg,18,145,540,296,103
04688.jpg,150,55,488,367,76
04689.jpg,278,284,917,539,21
04690.jpg,50,66,426,272,41
04691.jpg,38,201,761,452,6
04692.jpg,4,1,223,120,109
04693.jpg,1,143,636,343,36
04694.jpg,30,43,978,754,159
04695.jpg,29,94,456,261,81
04696.jpg,101,146,565,395,20
04697.jpg,51,119,734,568,105
04698.jpg,122,110,533,381,177
04699.jpg,74,119,458,360,113
04700.jpg,19,89,730,444,94
04701.jpg,5,113,568,381,98
04702.jpg,13,29,285,188,19
04703.jpg,30,78,576,353,54
04704.jpg,100,302,1473,967,171
04705.jpg,16,136,492,360,120
04706.jpg,144,76,831,663,30
04707.jpg,14,7,478,272,68
04708.jpg,63,175,290,315,104
04709.jpg,43,98,373,241,135
04710.jpg,25,156,610,363,168
04711.jpg,45,114,557,373,75
04712.jpg,175,148,488,345,180
04713.jpg,24,114,618,366,65
04714.jpg,13,123,594,354,37
04715.jpg,25,18,476,234,126
04716.jpg,116,196,376,307,124
04717.jpg,24,122,447,268,128
04718.jpg,44,35,404,223,73
04719.jpg,66,48,609,438,32
04720.jpg,21,7,519,278,126
04721.jpg,24,45,207,142,74
04722.jpg,17,99,630,427,115
04723.jpg,105,58,720,331,63
04724.jpg,27,65,567,361,9
04725.jpg,208,203,794,499,9
04726.jpg,158,233,873,529,187
04727.jpg,14,121,999,610,35
04728.jpg,17,45,244,147,88
04729.jpg,27,63,305,220,38
04730.jpg,20,6,633,451,169
04731.jpg,92,123,921,619,120
04732.jpg,23,116,623,392,126
04733.jpg,1,66,584,322,20
04734.jpg,21,18,635,386,169
04735.jpg,114,59,507,333,154
04736.jpg,12,106,778,467,32
04737.jpg,87,78,503,337,32
